Fecha,Título,Descripción,Rating,Fuente,País,Estado USA
2022-02-16,Tesla crew was great thru,"Tesla crew was great thru installation; Tesla planning missed some details (didn’t know we had sprinklers, but those are code required, and didn’t address sprinkler orientation (no available plans) almost derailed project - however, once key employee returned it worked out. But project could have been unnecessarily terminated without completion if I hadn’t continued to reach out about the project planning lapses. Since this is a new installation we do not yet have any experiences, but the App that allows controls and settings seems to work well, and is easy enough to use. We are excited about our energy saving options going forward, and on site support has been great so far.",4,Consumeraffairs,,CA
2022-02-23,The issue has been resolved.,"The issue has been resolved. When they finally sent a tech out to reconfigure the software, everything started working fine. I’m bumping up to 2 stars since the system is everything I wanted it to be, but the overall experience was a nightmare. I would expect to get the same white glove service experience from Tesla solar as with Tesla auto. Sadly, that is definitely not the case.",2,Consumeraffairs,,FL
2022-02-07,Great experience with installation. Crew,Great experience with installation. Crew was very professional and respectful. They worked very efficiently and safely. Highly recommend doing business with this company. Big shoutout to Diego ** and his team of professionals.,5,Consumeraffairs,,CA
2022-02-07,I am off the grid,I am off the grid most days. Rainy winter day was the only day I needed the grid so far. Even then I made some power. The power walls keep me off the grid during the night. I have a Model Y and now charge off the sun. I was charging the two power walls the once they installed them. I also had the system approved within two weeks to push excess power back to the grid once my power walls were full.,5,Consumeraffairs,,TX
2022-02-04,"Once you pay them, they","Once you pay them, they leave you stranded. Panels do not work because National Grid needs paperwork from Tesla and Tesla keeps saying it is complete. It has been months with useless panels, no customer service support, not even a phone number. This is an extremely difficult process spending so much money and not having the ability to utilize the product. I am seeking legal action which is the last thing I want to do, but I see no option on recovering my money.",1,Consumeraffairs,,MA
2022-02-04,When I leased my Tesla,"When I leased my Tesla system 10 years ago, I was told that when I needed roof work that the R&R of our system was included in the lease agreement. Now they say $7000 and a 12 month wait. Unbelievable!",1,Consumeraffairs,,AZ
2022-01-30,We love our Tesla Solar,"We love our Tesla Solar panels and 2 house batteries, all installed by Tesla!! So skip the 3rd party and deal directly with Tesla; you will save a ton of money!! We did have some small hiccups, but that's to be expected. Tesla fixed everything in a timely manner and completed the installation. We are very happy overall and highly recommend everything TESLA!!",5,Consumeraffairs,,HI
2022-01-26,Our solar panels were installed,"Our solar panels were installed in the Summer. Now 6 months later it's still not connected to the power grid. So essentially we are not using, storing, or contributing to the power grid. Waste of time and money. TESLA was paid in full for the installation, they were attentive until they got paid. All the representatives say is ""We DO NOT KNOW."" That is a horrible answer.",2,Consumeraffairs,,MD
2022-01-26,After waiting for 8+ months,"After waiting for 8+ months and Tesla missing every lender communication, Tesla says they will still need ""months"" to get us set up for installation and that I will have to start the loan approval process from scratch for the second time. Every time I contact their customer service agents, they agreed that their own process were not streamlined and that they had to tackle many such customers. They did not have any communication interfaces set up with the lenders they themselves suggested. All lender communication got misplaced leading to multiple delays. Not once did I get any positive new from my calls to the customer service team. Halfway through this process they downgraded our design to much lesser power without any communication or consultation. The worst experience ever!",1,Consumeraffairs,,TX
2022-01-18,"About a year ago, I","About a year ago, I contacted Tesla because I noticed a few water spots in a few places on the top floor of my house. They told me that if, after checking on it, it was not caused by the panels, I would be charged $600. Two months after they came out, I called them because I had not heard anything. It was probably four months before I finally got a call from the Tesla’s Resolution Center, apologizing for the delay. I was then told (without admitting any fault) that I needed to get three quotes from roofers for the repair/replacement of my roof and send to Tesla. Each roof company that came said that Tesla should never have put the panels on there, given the condition of the roof in certain areas. One even took pictures of places where panel installation caused damage. After sending three quotes to Tesla, I got a call from them telling me they were turning over my claim to their insurance company.",1,Consumeraffairs,,MD
2022-01-15,1. It will take almost,1. It will take almost one year for the solar panel to.,1,Consumeraffairs,,NY
2022-01-14,I purchased Power Wall one,I purchased Power Wall one year ago. I had a very old electrical panel. Tesla worked with me for one year. I was very annoyed that they’re taking so much time but in spite of every difficulty they placed a new panel free of cost and established my PowerWall. I am so impressed. No company had to do anything what they did for me. I would recommend highly tesla power wall to anyone and the app is so cool. You can really save a lot of money on your electrical bill. Thank you,5,Consumeraffairs,,CA
2022-01-04,I filled out the online,"I filled out the online form to get solar panels, one of the first questions is what type of roof do you have. I selected TPO from the drop down menu. Took over a month to get designs drawn up. I messaged the online chat through my account to find out what was happening, no one replied. 6 weeks later I got some designs and wanted to ask how the panels were attached to my TPO roof. Again no one replied to the chat through my account. I went in to a store and asked what was happening they said they'd try to send a request to the call center, I never had a reply.",1,Consumeraffairs,,NM
2022-01-04,Had solar panels installed just,"Had solar panels installed just before the end of the year. Great experience with the installation team as well as customer support team (Stacey in particular) who have done a great job helping me understand the app and its functionality. Very knowledgeable, helpful and patient.",5,Consumeraffairs,,NC
2021-12-30,First of all the customer,First of all the customer service to deal with any kind of problems with your panels takes months. I have been dealing with customer service for nine months. I was told by my insurance company I needed a new roof and they never should have installed. After having the panels up for a couple years in the year of 2021 during Covid my entire roof was leaking. When I contacted customer service of help and told him that my insurance company told me that this should’ve never been installed and now I have a leak several three I heard crickets from months even though I was going back-and-forth on an email never actually talking to a human being. ,1,Consumeraffairs,,NY
2021-12-29,Well my Tesla solar experience,"Well my Tesla solar experience started in August of 2021. I happen to be shopping around for solar for my home and found Tesla had the best bang for the buck, at least dollar and cents wise. Little did I know that it would be a constant battle trying to get my system installed. Once I signed up with Tesla I spoke to a Project Adviser. To move the process forward I emailed him pictures, locations and plans of where the equipment needs to be installed. I received a vanilla layout of where Tesla wanted to install the equipment. I immediately contacted my project adviser. I explained that I sent him the correct locations and he told me this is the way Tesla does it and that I would need to put in a change request which would take up to 30 days. I asked him why this was not explained to me up front when I told him I would send him the information. He never forwarded the information to the necessary departments.",1,Consumeraffairs,,CA
2021-12-24,My panels were installed December,"My panels were installed December 9, 2020. They were installed during snowfall which I later found out was bad for the inverter. I’ve had problems with solar power since installation. The service provider returned a few times. Honestly the system only worked for two month. My last service call was postponed twice, without me even being notified. Do NOT use Tesla!",1,Consumeraffairs,,NY
2021-12-20,Can't begin to tell you,"Can't begin to tell you how poor of an experience working with Tesla Solar is. They messed up our installation twice, damaged property during installation and now, 8 months later, we are paying for the panels and they're not turned on because of Tesla's inability to do anything right. I'm sure once the panels are on, it'll be great, but just getting there has been the worst buying process I've ever experienced. If I could give their service team a negative rating, that would still be too generous for their quality of work.",1,Consumeraffairs,,CA
2021-12-17,I signed up in March,"I signed up in March 2021. We started demo August 11, 2021 and completed installation August 26, 2021. As of December 17, 2021 inspection with the city hasn’t passed yet. Tesla keeps coming out to fix one thing, doesn’t do it right and has to come back out to do complete the task to code. During demo the Tesla crew broke a paver on my back porch. Initially they were going to take care of the repair. When they realized it was harder than it looked they passed the job for me to reach out to the paver company for repair. Mind you the pavers were brand new and had just been installed June 2021. They left nails everywhere on the ground. I had to do a walk through everyday to make sure they had picked everything up so none of those nails ended up in our tires.",1,Consumeraffairs,,CA
2021-12-17,Tesla is my last of,"Tesla is my last of many quotes from solar companies and by far their customer service is the worst. The sales advisor never responds to texts, doesn't answer the phone, and rarely returns voicemails. The design team takes weeks to address any concerns. Hoping the customer service improves after I accept the design because Tesla is by far cheaper than all others so maybe it's worth it?",2,Consumeraffairs,,MA
2021-12-11,Solar system 11.66 Kw system,"Solar system 11.66 Kw system purchased I early 2019. The system has been nonoperational for over 4 months. Have emailed numerous times with no response. Tried again and we finally got a response after almost a month. Scheduled a service call that was a month out, can you imagine. Tech showed up said the inverter was bad but not a Tesla inverter so would have to contact the manufacturer. Would get back to me that week. Well, almost a month later they contacted me to schedule a return to repair. They then scheduled it out another 4 weeks further.",1,Consumeraffairs,,CA
2021-12-11,I entered into an agreement,"I entered into an agreement with Tesla Energy to install a 16.3 kW system with 4 Powerwalls on 9/29/20. The entire project was plagued by multiple problems. To begin with, the Tesla advisor who was assigned to me rarely picked up his phone I called. I had to talk to a different person each time. To compound the problem, most of these reps did not update my case, forcing me to repeat all the details every time I had a conversation with a new rep.",1,Consumeraffairs,,CA
2021-11-29,Tesla did a great job,"Tesla did a great job installing our solar panels and power walls but has completely dropped the ball in getting the system turned on. System was installed in July and As of end of November it is still not approved by Liberty Utilities for net metering due to negligence by Tesla. And we paid for the system months ago. Tesla needs to send the utility company a check. We had to take the lead with Liberty Utility to find out what the holdup was since Tesla did nothing on their end for three months. We found out they owed the utility company money before they would do final review. Tesla finally cut a check in early November and told us it would be delivered in two days. Three weeks later, we are told they are still waiting for the postal service to pick up the check. This is ridiculous. Every month of delay is costing us $100-$200 since we cannot feed the grid with excess energy. Very poor service!!!",1,Consumeraffairs,,NH
2021-11-19,Tesla installed my solar panels,"Tesla installed my solar panels and PowerWall+ backup 2 months ago. There was an problem with one of the inverters, which was fixed within about a week.  Satisfied that the issue was resolved, I paid the $52,000 invoice for the system. Not long after, the inverter started acting up again and would no longer function at all (meaning that an entire solar array would not produce any solar at all). Tesla sent out a tech about a week later, who was unable to fix the problem. He said the inverter likely needed to be replaced, and that he would be back as soon as they could schedule me.",1,Consumeraffairs,,CA
2021-11-19,I want to start off,"I want to start off by saying was a huge fan of Tesla and their mission. I own a Model 3 which I love and feel good about supporting a company who conceptually is trying to do good for the planet. Best laid plans that are not properly executed can be disasters! I gave my deposit for the installation Tesla Large solar panel system September 2020 and after a year + my system was finally installed 5 weeks ago. Overall the installation went well with the exception that they forgot the ""gateway"". This device that lets me and Tesla see what's going on with the system. It's equivalent to driving blind! ",1,Consumeraffairs,,CT
2021-11-16,The Tesla Solar/Solar City Sales,"The Tesla Solar/Solar City Sales team were deceitful in their selling tactics and once the system was installed and radically under performing they were absent. Tesla Customer service has left me on hold for over hours at a time and once after 3 hours disconnected me. I was told when installing my panels that I would need a new roof in a few years but not to worry because Tesla would take down the panels, stack them in my yard and then re-install them at no charge. Now that I have requested this service they want me to pay close to $6000 and would not be able to do it for a few months. In addition, if I hire a 3rd party to remove the panels they can charge me for damage to the already well worn panels that to date have not provided enough output to offset my energy bill. Stay away from Tesla Solar at any cost. The Tesla name is used as a selling tactic. They do not stand behind their products or promises.",1,Consumeraffairs,,CA
2021-11-14,The beginning of my experience,"The beginning of my experience seemed smooth i.e., ordering and getting the Powerwall’s installed however it is going on (5) five months since the Powerwall’s were installed and still waiting to be turned on and I just received an email from the electric provider stating that I have (14) fourteen days to interconnect this generating system or a new application will need to be submitted which will in turn set getting my system up and running another 30 to 90 days depending on how long Tesla drags their feet on getting my project taken care of. Also, another note is the customer service sucks, if you look at the webpage for your account it states to contact my service advisor but does not state who that is. I would not recommend Tesla to anyone at this point.",1,Consumeraffairs,,AZ
2021-11-11,"Megan was patience, professional, knowledgeable","Megan was patience, professional, knowledgeable and above all, very understanding. Megan thoroughly guided me thru steps to analyze my solar system's issues. Very pleasant and a pleasure to work with.",5,Consumeraffairs,,CO
2021-11-09,My customer experience with Tesla,"My customer experience with Tesla Solar and Powerwall installation was fairly smooth. After roughly 18 months of the system being in service, the system failed. Apparently Tesla did not safe proof the solar system from the outdoor/nature/wildlife. How did they not think of this before? That said, it took them 2 months to come out just to determine the issue, and now another 2 months and counting, and still no word on when they are coming out to fix the issue. So new customers are their first priority, and existing customers are the least of their priority? I will update this if they ever come around to fix the issue.",2,Consumeraffairs,,CA
2021-11-07,I went through the process,"I went through the process with a different installer and ended up backing out and going with Tesla. I love how the panels integrate with the car app and how you get a visualization of the power as it moves in and out of your home. The power graphs are awesome and I love needing out on seeing my daily rates. Installers and team were very professional and nice. The panels look very sleek and the inverter looks classy. They put the panels on the roof where they weren't visible from the front (per request). Where I can see them from the side, they look amazing. Honestly kinda regret not putting them in the front to show them off, but it's pretty awesome they provide that option.",5,Consumeraffairs,,CO
2021-11-06,"Purchase, signing of contracts takes","Purchase, signing of contracts takes seconds on a mobile phone. Once installed, they dump you. It’s been over a month since system was installed and inspection passed. No number to call. It is impossible to talk to a human at Tesla. You are NOTHING to them. Plus, to pay, they force you to enter your bank account user ID and password into their app. ARE YOU KIDDING ME??? The arrogance!! Then it takes you days to actually find a loophole around this by only linking your bank account to them. Don’t be fooled, THEY ARE IN CONTROL of your payments. Credit card is only for the initial order setup. Everything is direct access to your account. Then you’re paying for nothing and no one updating you and no number or website to call. As far as Tesla is concerned, once they have your money, you don’t exist.",1,Consumeraffairs,,CA
2021-11-05,I started the solar panel,"I started the solar panel project at the end of 2020. And the system was turned on in June 2021. I have 24 panels totally. But 8 panels were not connected correctly by the installation crew. So I started the long journey of communicating with the maintenance team. They had sent the technicians to my house 3 times but it didn't help, and the panel performance even got worse and worse. Then, the maintenance team doesn't even schedule a maintenance for my panels any more. Now, every time when I call the customer service, they just tell me that the maintenance team will call me within 24 hours to schedule the appointment, but it never happens. I really don't know what I can do now. It usually took me 1~2 hours to wait in the queue to talk to a customer agent on the phone, which doesn't really help but the only thing I can do. Could someone give me some suggestion to solve this problem?",1,Consumeraffairs,,CA
2021-11-05,The wifi box that came,"The wifi box that came with my system, to allow me to monitor my system is not even working. So the Tesla app is useless, and after the horrible experience trying to get anyone to even talk to me about the 3 month delay on turning on my system after they installed a faulty converter leads me to believe nothing will be done anyhow. I was super pumped about getting solar from tesla. Last system I had on my old house was installed by MTS solar. At least they have a number I can call and ask questions about issues with my system. I will ABSOLUTELY NOT recommend tesla solar to anyone after this.",1,Consumeraffairs,,NM
2021-11-05,"Tesla Energy’s technology, pricing and","Tesla Energy’s technology, pricing and customer service was awesome! Professional, smooth install and amazing phone App that just works at 40% lower price compared to two other options I quoted. System worked great on day one and I love powering my home in Texas with clean solar! They are tech company so I just trusted them to make it work and didn’t micromanage which works best as I used the app to track step-by-step progress. Highly recommend.",5,Consumeraffairs,,TX
2021-11-02,Tesla has created a brand,"Tesla has created a brand that represents quality, attention to detail, and professionalism. My experience with the online ordering and customer service to purchase solar panels was great. The fact that their panels and battery walls function and look better than the competition is nice too.",5,Consumeraffairs,,CA
2021-11-02,Tesla crew was professional and,Tesla crew was professional and installed the Solar Roof and batteries without issues. The inspection and PTO happened quickly after completion. Many people come to look and ask about my new roof always giving compliments.,5,Consumeraffairs,,CA
2021-11-01,I had my solar system,"I had my solar system installed almost a year ago. After 9 months the system stop producing energy and I received an error message on my app. After a long process I finally had a technician diagnose the inverter as nonoperable and in need of replacement. Long story short, I’m at 6 weeks and counting with no energy production and absolutely zero contact by Tesla Customer Service. They are very prompt until they receive their money, after that I was literally told that I was out of luck and they’ll get to me when they get to me. In the meantime I’m paying for a $26k useless roof decoration and energy bills to PG&E. Potential customers beware, DO NOT USE TESLA ENERGY, the lower initial cost is not worth it in the long run.",1,Consumeraffairs,,CA
2021-10-31,We got our power walls,We got our power walls installed 2 days before a blackout. But we didn't have access to the system so we let them run until they were at 3%. Stacey patiently guided me on how to get them charging from solar system and how to figure out if there were any large loads for our future blackout planning. One of my all-time best support experiences from any brand!,5,Consumeraffairs,,CA
2021-10-27,The setup and paperwork process,The setup and paperwork process were smooth and easy to complete. Updates via email and texts were fast and did not require a lot of my time. Tesla pretty much handled everything dealing with getting ready for an installation. I had a few questions about installation details and those were handed over to someone who could answer them. I would definitely recommend Tesla.,5,Consumeraffairs,,CO
2021-10-26,Took a long time to,"Took a long time to get it done but that was mainly red tape and shady requirements from my utility PECO. Tesla made the process easy with their app, communicated well and the install was quick, clean, and easy. You don’t have a single point of contact but I never felt that was a problem. Their process brought costs down and that’s real important on making this accessible.",5,Consumeraffairs,,PA
2021-10-21,We had our system for,"We had our system for a few months. It has not worked properly from day one! We paid $70,000 and got no service. Appointments are constantly rescheduled and were set sometimes for months from the day I called. It was badly installed and Tesla is NOT helping or fixing it.",1,Consumeraffairs,,CA
2021-10-11,We have video proof and,"We have video proof and photos that these panels have stopped working since August 25, 2021. We have sent the videos and photos over to them, and 3 weeks still waiting for an technician to call! We have demanded for Tesla to pick up their defective equipment because all it's doing is costing us over 268.00 a month because we are getting all our energy from NV Energy. Yet TESLA REFUSES TO FIX, COME AND PICK UP THIS JUNK, have hung up on us several times and is in BREACH OF CONTRACT from SOLAR CITY whom they bought. I am now looking into suing them! This is ridiculous. My husband passed from COVID-19 and I’m on a fixed income. I’ve had solar since 2015 and my bill has NEVER BEEN MORE THAN $30-$50 a month. We have so much PROOF regarding this matter. Tesla customer service is the worst and so STRESSFUL trying to talk to someone. They are so rude and a totally rip off!",1,Consumeraffairs,,NV
2021-10-10,I contacted Tesla in the,"I contacted Tesla in the spring to upgrade my solar system. It is fall now half a year later and although they were fairly quick to get it installed and get my money, they have fallen silent after that. I contacted the utility and they had never gotten the paperwork for permission to operate. I got in touch with this ""advisor"" who seems to be powerless to do anything and was told that they were busy. Not an excuse. I continuously hounded them calling every other day to check status till they finally submitted the paperwork.",1,Consumeraffairs,,CA
2021-09-24,"Tesla's customer service sucks, it","Tesla's customer service sucks, it is non existent! I mean when you can get a hold of someone. I bought a home with Tesla solar already on the house in 2020. I took me 6 months to get someone to come out and check my system. When the Tech went on the roof, he immediately came down and shut my system down and said there was a serious wiring/connector problem. It took 3 weeks for a crew to come out and fix the issues. I also was complaining about my Solar City gateway, it transmitted to Tesla but does not transmit to any device, like my phone app. I have been asking for a new one and Customer service refuses. It's been over a year now, and I still can't get my malfunctioning internet gateway replaced. Why is this such a big deal? All I want is a replacement gateway, They keep arguing with me and say they don't do that. They get me so frustrated and angry, This is Customer service????",1,Consumeraffairs,,AZ
2021-09-24,Buying and install were painless.,Buying and install were painless. I was impressed by the efficiency and professionalism of the survey and install crew. Production has always been a little bit low compared to promise but not overwhelmingly so. After 2.5 years of use I got an email the system was down. During a phone call to troubleshoot I was told they needed to replace a part and I would be contacted the next work day to schedule. Nobody ever called. After a few days I reached out and couldn't really get an answer about the status of the repair. After a few weeks of trying back to find out what was going on a rep told me this part would take four to six weeks to arrive. I waited until 2 months passed the breakdown and reached out. Messages go unanswered and still no fix in sight. Tesla is still installing solar panels in my area so the part must be available. Given the opaque warranty customer service and performance of my system I would strongly not recommend.,1,Consumeraffairs,,CA
2021-09-23,We had our solar installed,We had our solar installed today and the install crew was quick and very professional at every step. They arrived early and finished early despite it being scheduled for 2 days. Awesome company and I would recommend them in a heartbeat.,5,Consumeraffairs,,TX
2021-09-19,"Installers: 5-stars, Project Managers: 1-star.","Installers: 5-stars, Project Managers: 1-star. Tesla's local office to me (New Windsor, NY) installed my Solar and Power Walls. They were beyond awesome. 5-star friendly service and professionalism the whole way and good follow-up. They went above and beyond to make sure I was satisfied. However, dealing w/ the project managers has been dreadfully painful, those folks get 1-star (out of Las Vegas?). They are hard to get a hold of, don't communicate well, barely respond to emails, and are just the worst. Had the installers not been so incredible, my entire experience would have been a disaster and I would never choose Tesla again. Thanks to Frank, Basil, Tom, Drew, and the rest of the New Windsor crew who did my Solar + Powerwall installs.",5,Consumeraffairs,,NJ
2021-09-16,IN Jan 2021 I installed,"IN Jan 2021 I installed Tesla Solar Panel 12.23KWh system. TO start with the design was wrong design where 25% of panels were placed on Northern part of my roof in Central Texas which would never generate electricity. I had been dealing with redesign since my system was underperforming. While this was going on, there was a hail damage and my roof needed to be replaced. Tesla from time of request they gave 2 months to come and take down the roof and told they will put it back in 4 weeks time. However they took 2 months for the panels to be back on Roof. Now the inverter was not working and the crew who came to install my panels said Electrician will be coming onsite next week. I reached out to Customer support and they gave me a scheduling slot of 12/16 which is 3 months away. ",1,Consumeraffairs,,TX
2021-09-15,My panels stopped producing energy,"My panels stopped producing energy 2 months after I bought them. Bought in June, stopped working on Aug 1st. I have been for a tech to come over since sch for 9/16 tomorrow, got a text today that they need to resch for 11/23. Meanwhile I am paying for the DAMN panels that are just sitting on my roof. USELESS CRAP. Tesla has the worst service ever. Yes they are cheap because they don't stand by their service. DOn't get fooled by the price. If you need help they won't help you. I tweeted ELON MUSK, he cares more about his SpaceX than what he sells people",1,Consumeraffairs,,CA
2021-09-15,"After 9 months of project,","After 9 months of project, fully paid 4 months ago, installed and all checked, Tesla has not been able to submit correctly to SCE for approval and no one answers call. Stay away from Tesla solar. Months to submit by Tesla for approval to electric company and always incomplete. What a nightmare. Do not answer emails and they do not answer phone calls as they say not called on open times, while I did five times.",1,Consumeraffairs,,CA
2021-09-11,We have had our panels,"We have had our panels for 9 years, installed originally with Solar City. Tesla took over a while ago. For the last 3 months we have had nothing but problems. We have have four technicians out, and today we had to schedule a 5th. Because the system is not working correctly we are being hit with massive “True Up” bills. We schedule tech appointments for when we are off, and Tesla reschedules for earlier days and times which means we have to take off work. We spend an hour on hold to speak with someone who says we need a technician, we wait days for the scheduler to reach out to us, more days/weeks for the appointment, and the. The technicians spend HOURS here and nothing gets fixed. We will be having our fifth visit in three months next week.",1,Consumeraffairs,,CO
2021-09-11,I applied for Solar installation,"I applied for Solar installation with Tesla in October of 2020. They installed the system in March of 2021, after 3 failed inspection of the system and failed application from the utility, I am still waiting to turn it on. Meanwhile I'm paying for my utilities and now the solar panel that I'm not using for a few months now. Horrible experience and will not recommend to anyone. Be aware.",1,Consumeraffairs,,NJ
2021-09-08,"Up until completion, we were","Up until completion, we were pretty much a 10/10 and ready to recommend to our friends and family. Can only say positive things about the installation and aesthetics. However, despite our installation having been completed almost two months ago, we do not have ANY solar ability, none of our paperwork has been provided so that we can disconnect from our local utility company and are now paying for solar tiles we cannot use along with our usual electric bill. As an added bonus, with two hurricanes hitting our area in the last month, we've had the pleasure of losing power in our home despite our installed roof and power banks - because it's just not hooked up or working.",2,Consumeraffairs,,NY
2021-09-06,We have a large Tesla,"We have a large Tesla solar system installed which has been working fine for 8 months. The system stopped working about 4 days ago. Our initial attempts to resolve the problem had us perform some standard troubleshooting steps, then reach out to Tesla who remotely attempted to resolve the issue. Once they determined they could not remotely resolve the issue, they scheduled a technician to come out 2 months later which is an extremely unacceptable delay as this will cost us approximately $600 in electricity from the grid. Tesla has placed our request on a cancellation list in the hopes that we will be seen earlier. But it is crystal clear that Tesla does not adequately finance and resource their customer service department to match other service vendors (i.e., 2 week wait times). While I do not expect this complaint to change our situation, I thought I would share the information since I am regretting going with them.",1,Consumeraffairs,,CA
2021-09-03,I have had the worst,"I have had the worst experience with Tesla solar. Since January of 2021 my solar panel has been shut off and been told that they have to change the inverter. Then they give me appointment of a month later and no one comes. I call customer service again, then placed on hold for an hour then they again give me appointment for a month later and same issue. Now it is September 2021 and my solar panel is still shut off. I have had Tesla since 2018. I am regretting getting it. I do not recommend anyone to get Tesla solar panel.",1,Consumeraffairs,,MD
2021-09-03,After 8 weeks of contacting,"After 8 weeks of contacting Tesla about issues with the Powerwall system not charging during off peak I finally got a hold of a competent, patient powerwall specialist, Stacey **. Stacey stayed on the phone with me, identified and corrected the problem in about an hour. I am now happy with my Powerwalls as they finally work as they are supposed to. Thank you, Stacey.",5,Consumeraffairs,,CA
2021-09-02,We contracted with Tesla and,"We contracted with Tesla and they removed our old roof and mostly installed their new solar roof back in February 2021. At that point, they ran into a problem with our utility company (PG&E) with hooking it up, and were told by PG&E that they need to hook it up differently to get approved. They have since abandoned the project. It's now September and no one is returning our calls or emails. They also left a bunch of equipment (over 100 square feet of tools, wiring, etc.) in our garage and driveway. We've had multiple of our primary project contacts leave the company (we find out because their email bounces) so clearly they have an employee retention problem. We are stuck and we can't get anyone to talk to us. Avoid our mistake in working with them.",1,Consumeraffairs,,CA
2021-09-01,Finally decided to install solar,"Finally decided to install solar so I contacted Tesla on Sept 2020. I first spoke to Steven ** and the documents were signed Oct 2020 and he also promised me that the project will be completed on or before Dec 31, 2020. Unfortunately, after they installed the panel on Nov 5, I have not heard from him or tesla for many months so in March 2021 I contacted him again and he told me that he no longer works for that dept and my account was transferred to a different person, Rena **. The project started to move again but it got stalled again. So I again called them to follow up and learn that the new project manager is Giovanni ** which he is not so responsive as well but finally in August 2021 the installation is completed and finally got the permission to operate last day of August 2021 but the system doesn't work - Not producing any POWER.",1,Consumeraffairs,,CA
2021-08-31,Have a 2.2k system which,"Have a 2.2k system which only max output of around 1.7k. I called during spring, rep say probably because of sun angle. Now mid summer still about same output. According to tech rep. It's ok because I'm in range of the system daily output. Only because I get a lot of sun. So they not going check it out even if I have dead panel or it's not hook up.",1,Consumeraffairs,,CA
2021-08-29,The technician came by my,"The technician came by my house to install the solar system and broke a few circuit breakers. I contacted customer service so many time and also the solar advisor, Jade ** about the issue but haven’t heard back since last month. I am very frustrated with the situation that no one is taking responsibility for this. Please have someone contact me and resolve the issue as soon as possible.",1,Consumeraffairs,,CA
2021-08-28,"The incompetence, ineptitude and neglect","The incompetence, ineptitude and neglect of Tesla is beyond appreciation. I lack adjectives to describe how I feel about having ever done business with them. I order solar panels installation from them on August 26, 2020 and paid the order fee. The order agreement read the following about timelines for that project:",1,Consumeraffairs,,MA
2021-08-28,Submitted deposit on 2/26 for,"Submitted deposit on 2/26 for solar roof. Was assigned an actual person as agent. Asked them questions such as time frame, expectant loading given our roof orientation, etc. Made repeated attempts via email and phone to contact my agent and get answers. After getting no response, I cancelled my reservation on 4/8. I did get an email confirming my order was cancelled. So, there's that.",1,Consumeraffairs,,NY
2021-08-26,The local Tesla PowerWall installation,"The local Tesla PowerWall installation crew did a fast, thorough and painless install today of a single residential PowerWall at my home. They covered every detail including painting the conduit to match the house color per HOA requirements, and were kind and courteous throughout.",5,Consumeraffairs,,CA
2021-08-23,We had an issue with,"We had an issue with our Tesla Powerwalls. Stacey worked with us and was very knowledgeable about the product and our issue. I can not say enough of how wonderful she was and very patient with us. She explained everything to us so we understood. She is definitely an asset to Tesla and will always ask for her. Again, she is a great person, treated us with complete respect and helped us so much.",5,Consumeraffairs,,AZ
2021-08-21,Tesla Solar team from Livermore,"Tesla Solar team from Livermore came and installed the solar panels and batteries. It was 2 day project and it was the smoothest experience of a team working on a project. The main guy Saul was very friendly and helpful to answer all questions and help wherever needed. He made sure that his team was fast, effective, organized and clean.",5,Consumeraffairs,,CA
2021-08-20,I was told the installers,I was told the installers would arrive a certain time and they did. They were efficient with their time. They installed each panel with care. Straight lines all around. Kept the area clean and secure.,5,Consumeraffairs,,CA
2021-08-19,Some people may have had,"Some people may have had a pleasant experience with Tesla. As far as the product goes, and the install team, it has been great. However, my project manager, Miguel **, has been non-responsive, and when finally reached (through another tesla employee) dishonest with me. He sent a rebate offer, which we took advantage of, then after the panels were installed, informed me I did not qualify because they (Tesla) were not able to get my job booked in quarter 1. When I pointed out the rebate offer stated it had to be installed by July 31, mine was installed in May, he simply stated he has worked there for many years and knows what he is talking about and I'm wrong. He wouldn't even allow me to send him my official tesla rebate offer email I had received.",1,Consumeraffairs,,FL
2021-08-18,"Being a Tesla auto customer,","Being a Tesla auto customer, it was my first preference for solar. Their process is smooth. Installation was done on time, very neatly done and with utmost professionalism. They arrived on time, everyone was remarkable in their own area and tremendous expertise. I am really happy.",5,Consumeraffairs,,CA
2021-08-17,Professional and efficient. They were,"Professional and efficient. They were on time, worked non stop, cleaned up during and after. Attention to detail and spent ample time explaining how to use the product. Couldn’t have asked for more from them.",5,Consumeraffairs,,CA
2021-08-17,"They arrived on time, worked","They arrived on time, worked hard and efficiently. They were careful and cleaned up after themselves. They took time to explain all aspects of the products. They were flexible and considerate. We were very satisfied.",5,Consumeraffairs,,CA
2021-08-15,The company is poorly organized.,The company is poorly organized. They have come out 4 times and still not completed the job. My time is to be taken in consideration to take 4 days off to be home and still not complete. The guys came to work are good and sincere but the organization by those at the back end is terrible.,4,Consumeraffairs,,FL
2021-08-15,Very capable of performing their,Very capable of performing their job. Took time to explain details to consumer about work being done. Explained purpose of inverter panel and gave consumer choice about location. It was very obvious that the quality of work was excellent.,5,Consumeraffairs,,CA
2021-08-13,The Connecticut Tesla Energy solar,"The Connecticut Tesla Energy solar system installation crew (Kyle - crew lead, Matt - electrician, Eric and Scott - crew team) did a great job! They arrived right on time, reviewed the installation plans and process with me. The installed system looks sharp and professional. Hats off to the crew working this job in 90+ degree weather.",5,Consumeraffairs,,CT
